title,abstract,publication_year,doi,type,oa_url,concepts,topics,keywords,pdf_url,authorships,cited_by_count
"Daily activity and minimum food requirements during winter for gentoo penguins (Pygoscelis papua) in the South Shetland Islands, Antarctica",NA,2011,https://doi.org/10.1007/s00300-011-1018-x,article,NA,,,,NA,,13
"Virus disease resembling puffinosis in the gentoo penguin (Pygoscelis papua) on Signy Island, South Orkney Islands",NA,1971,NA,article,NA,,,,NA,,14
"Recent decrease in chinstrap penguin (Pygoscelis antarctica) populations at two of Admiralty Bay’s islets on King George Island, South Shetland Islands, Antarctica",NA,2007,https://doi.org/10.1007/s00300-007-0259-1,article,NA,,,,NA,,38
Spatial and isotopic niche partitioning during winter in chinstrap and Adélie penguins from the South Shetland Islands,"Closely related species with similar ecological requirements should exhibit segregation along spatial, temporal, or trophic niche axes to limit the degree of competitive overlap. For migratory marine organisms like seabirds, assessing such overlap during the non‐breeding period is difficult because of long‐distance dispersal to potentially diffuse foraging habitats. Miniaturization of geolocation devices and advances in stable isotope analysis (SIA), however, provide a robust toolset to quantitatively track the movements and foraging niches of wide ranging marine animals throughout much of their annual cycle. We used light‐based geolocation tags and analyzed stable carbon and nitrogen isotopes from tail feathers to simultaneously characterize winter movements, habitat utilization, and overlap of spatial and isotopic niches of migratory chinstrap ( Pygoscelis antarctica ) and Adélie ( P. adeliae ) penguins during the austral winter of 2012. Chinstrap penguins exhibited a higher diversity of movements and occupied portions of the Southern Ocean from 138° W to 30° W within a narrow latitudinal band centered on 60° S. In contrast, all tracked Adélie penguins exhibited smaller‐scale movements into the Weddell Sea and then generally along a counter‐clockwise path as winter advanced. Inter‐specific overlap during the non‐breeding season was low except during the months immediately adjacent to the summer breeding season. Intra‐specific overlap by chinstraps from adjacent breeding colonies was higher throughout the winter. Spatial segregation appears to be the primary mechanism to maintain inter‐ and intra‐specific niche separation during the non‐breeding season for chinstrap and Adélie penguins. Despite low spatial overlap, however, the data do suggest that a narrow pelagic corridor in the southern Scotia Sea hosted both chinstrap and Adélie penguins for most months of the year. Shared occupancy and similar isotopic signatures of the penguins in that region suggests that the potential for inter‐specific competition persists during the winter months. Finally, we note that SIA was able to discriminate eastward versus westward migrations in penguins, suggesting that SIA of tail feathers may provide useful information on population‐level distribution patterns for future studies.",2015,https://doi.org/10.1890/es14-00287.1,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1890/ES14-00287.1,,,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1890/ES14-00287.1,,65
"The annual cycle of the Chinstrap penguin Pygoscelis antarctica on Signy Island, South Orkney Islands",NA,1975,https://doi.org/10.1007/978-1-349-02270-0_15,book-chapter,NA,,,,NA,,20
Population genetic structure and gene flow of Adélie penguins (<i>Pygoscelis adeliae</i>) breeding throughout the western Antarctic Peninsula,"Abstract Adélie penguins ( Pygoscelis adeliae ) are responding to ocean–climate variability throughout the marine ecosystem of the western Antarctic Peninsula (WAP) where some breeding colonies have declined by 80%. Nuclear and mitochondrial DNA (mtDNA) markers were used to understand historical population genetic structure and gene flow given relatively recent and continuing reductions in sea ice habitats and changes in numbers of breeding adults at colonies throughout the WAP. Genetic diversity, spatial genetic structure, genetic signatures of fluctuations in population demography and gene flow were assessed in four regional Adélie penguin colonies. The analyses indicated little genetic structure overall based on bi-parentally inherited microsatellite markers ( F ST =-0.006–0.004). No significant variance was observed in overall haplotype frequency (mtDNA Φ ST =0.017; P =0.112). Some comparisons with Charcot Island were significant, suggestive of female-biased philopatry. Estimates of gene flow based on a two-population coalescent model were asymmetrical from the species’ regional core to its northern range. Breeding Adélie penguins of the WAP are a panmictic population and hold adequate genetic diversity and dispersal capacity to be resilient to environmental change.",2017,https://doi.org/10.1017/s0954102017000293,article,NA,,,,NA,,12
Limited genetic differentiation among chinstrap penguin (Pygoscelis antarctica) colonies in the Scotia Arc and Western Antarctic Peninsula,NA,2015,https://doi.org/10.1007/s00300-015-1711-2,article,NA,,,,NA,,20
"Bacterial community composition in Adélie (Pygoscelis adeliae) and Chinstrap (Pygoscelis antarctica) Penguin stomach contents from Signy Island, South Orkney Islands",NA,2017,https://doi.org/10.1007/s00300-017-2162-8,article,http://nrl.northumbria.ac.uk/id/eprint/31400/1/Manuscript%201.pdf,,,,NA,,13
The winter distribution of chinstrap penguins from two breeding sites in the South Shetland Islands of Antarctica,NA,2007,https://doi.org/10.1007/s00300-007-0283-1,article,NA,,,,NA,,46
"Adélie penguin diet and climate change during the middle to late Holocene in northern Marguerite Bay, Antarctic Peninsula",NA,2002,https://doi.org/10.1007/s00300-001-0334-y,article,NA,,,,NA,,66
"Population Size and Decadal Trends of Three Penguin Species Nesting at Signy Island, South Orkney Islands","We report long-term changes in population size of three species of sympatrically breeding pygoscelid penguins: Adélie (Pygoscelis adeliae), chinstrap (Pygoscelis antarctica) and gentoo (Pygoscelis papua ellsworthii) over a 38 year period at Signy Island, South Orkney Islands, based on annual counts from selected colonies and decadal all-island systematic counts of occupied nests. Comparing total numbers of breeding pairs over the whole island from 1978/79 to 2015/16 revealed varying fortunes: gentoo penguin pairs increased by 255%, (3.5% per annum), chinstrap penguins declined by 68% (-3.6% per annum) and Adélie penguins declined by 42% (-1.5% per annum). The chinstrap population has declined steadily over the last four decades. In contrast, Adélie and gentoo penguins have experienced phases of population increase and decline. Annual surveys of selected chinstrap and Adélie colonies produced similar trends from those revealed by island-wide surveys, allowing total island population trends to be inferred relatively well. However, while the annual colony counts of chinstrap and Adélie penguins showed a trend consistent in direction with the results from all-island surveys, the magnitude of estimated population change was markedly different between colony wide and all island counts. Annual population patterns suggest that pair numbers in the study areas partly reflect immigration and emigration of nesting birds between different parts of the island. Breeding success for all three species remained broadly stable over time in the annually monitored colonies. Breeding success rates in gentoo and chinstrap penguins were strongly correlated, despite the differing trends in population size. This study shows the importance of effective, standardised monitoring to accurately determine long-term population trajectories. Our results indicate significant declines in the Adélie and chinstrap penguin populations at Signy Island over the last five decades, and a gradual increase in gentoo breeding pairs.",2016,https://doi.org/10.1371/journal.pone.0164025,article,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0164025&type=printable,,,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0164025&type=printable,,47
Flexible reproductive timing can buffer reproductive success of Pygoscelis spp. penguins in the Antarctic Peninsula region,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 454:91-104 (2012) - DOI: https://doi.org/10.3354/meps09633 Flexible reproductive timing can buffer reproductive success of Pygoscelis spp. penguins in the Antarctic Peninsula region Jefferson T. Hinke1,2,*, Michael J. Polito3, Christian S. Reiss1, Susan G. Trivelpiece1, Wayne Z. Trivelpiece1 1Antarctic Ecosystem Research Division, Southwest Fisheries Science Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration, 3333 North Torrey Pines Court, La Jolla, California 92037, USA 2Scripps Institution of Oceanography, University of California San Diego, 9500 Gilman Drive, La Jolla, California 92093, USA 3Department of Biology and Marine Biology, University of North Carolina Wilmington, 601 South College Drive, Wilmington, North Carolina 28403, USA *Email: jefferson.hinke@noaa.gov ABSTRACT: Varying the timing of reproduction in response to local environmental conditions is a key factor influencing reproductive success. We used 19 yr (1991 to 2009) of data on breeding chronology and reproductive success of Adélie penguins Pygoscelis adeliae and gentoo penguins P. papua at King George Island, Antarctica to compare clutch initiation dates (CIDs), hatch rates, and crèche rates at population and individual levels. The CIDs of both species occurred earlier with warmer October temperatures, but gentoo penguins adjusted CIDs twice as much per °C of temperature as Adélie penguins. Gentoo penguins also exhibited lower variances in hatch and crèche rates than Adélie penguins, suggesting that greater ability to respond to ambient conditions can buffer reproductive success. Mixed-effects models revealed that individual- and year-specific random effects on the overall population mean best accounted for observed variation in CIDs, with some individuals routinely breeding earlier than others. However, individual differences in the relative timing of breeding provided no advantage for long-term reproductive success. The results suggest that, among gentoo and Adélie penguins, plasticity in CIDs with respect to environmental conditions is primarily a population-level rather than an individual-level response. Energetic constraints of contrasting migratory and fasting behaviors likely contribute to the different abilities to respond to warming spring temperatures. Overall, larger responses of gentoo penguin CIDs to October temperature and lower variability in reproductive success, despite reduced reproductive success with delayed breeding, suggests that gentoo penguins are better equipped than Adélie penguins to adjust to rapid warming in the Antarctic Peninsula ecosystem. KEY WORDS: Phenology · Adélie · Gentoo · Climate change · Migrant Full text in pdf format PreviousNextCite this article as: Hinke JT, Polito MJ, Reiss CS, Trivelpiece SG, Trivelpiece WZ (2012) Flexible reproductive timing can buffer reproductive success of Pygoscelis spp. penguins in the Antarctic Peninsula region. Mar Ecol Prog Ser 454:91-104. https://doi.org/10.3354/meps09633 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 454. Online publication date: May 21, 2012 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2012 Inter-Research.",2012,https://doi.org/10.3354/meps09633,article,https://www.int-res.com/articles/meps2012/454/m454p091.pdf,,,,https://www.int-res.com/articles/meps2012/454/m454p091.pdf,,36
Age and taphonomy of abandoned penguin rookeries in the Antarctic Peninsula region,"ABSTRACT Investigations on the age and taphonomy of modern and abandoned penguin rookeries were completed in the Antarctic Peninsula region, 1992–1994. Systematic collection and identification of bones from modern rookeries of Adélie ( Pygoscelis adeliae ), chinstrap ( P. antarctica ), and gentoo ( P. papua ) penguins indicate a bias in element preservation for humeri, furcula, femora, and tibiotarsi. More than 73% of the individuals represented by these elements are juveniles. Bones from abandoned rookeries show similar patterns that can help identify old breeding sites and the species that occupied them. Radiocarbon dates completed on 13 chinstrap and Adélie penguin bones, feathers, and eggshell fragments from five abandoned rookeries suggest that occupation of these sites occurred only during warm intervals of the Little Ice Age (AD 1500–1850). These data also provide information on the paleoecology and paleobiogeography of penguins in the Antarctic Peninsula region, which help explain modern distribution patterns and demography.",1995,https://doi.org/10.1017/s0032247400027388,article,NA,,,,NA,,55
"Characterization of winter foraging locations of Adélie penguins along the Western Antarctic Peninsula, 2001–2002",NA,2010,https://doi.org/10.1016/j.dsr2.2010.10.054,article,NA,,,,NA,,32
"Seasonal and interannual variability in temperature, chlorophyll and macronutrients in northern Marguerite Bay, Antarctica",NA,2008,https://doi.org/10.1016/j.dsr2.2008.04.035,article,NA,,,,NA,,207
"FOOD OF CHINSTRAP PENGUINS PYGOSCELZS ANTARCTICA AND MACARONI PENGUINS EUDYPTES CHRYSOLOPHUS AT ELEPHANT ISLAND GROUP, SOUTH SHETLAND ISLANDS",NA,1980,https://doi.org/10.1111/j.1474-919x.1980.tb02664.x,article,NA,,,,NA,,42
Variable vital rates and the risk of population declines in Adélie penguins from the Antarctic Peninsula region,"Abstract Predicting population responses in changing environments is an important task for ecologists. In polar regions, climate warming, loss of sea ice, and more frequent anomalous events suggest that further reductions in ice‐dependent animal populations are likely. We assess the risk of near‐term (30‐year) depletion of an Adélie penguin ( Pygoscelis adeliae ) population with a stochastic matrix model parameterized with 30 yr (1982–2011) of data from the Copacabana colony on King George Island, Antarctica. The model was fitted to nest census data by estimating correction factors for survival rates estimated from a multi‐state mark–recapture model. We modeled future survival and fecundity scenarios during the projection period (2012–2041) based on a two‐state Markov chain that randomly assigned survival rates and reproductive success from their respective historical distributions to represent “good” and “poor” years. Monte Carlo simulation was used to estimate population trajectories across a range of progressively worse survival conditions. The results suggest that, given historical distributions of survival and reproductive success, a limited scope for recovery of the population is present, commensurate with recent stabilization in population size at the study site. However, our projections mainly suggest that the Adélie penguin population will decline if the frequency of years with poor survival remains at, or increases above, its 30‐year mean. The risk of local depletion within 30 yr, defined according to International Union for Conservation of Nature categories for endangered and critically endangered species, was 33% for &gt;90% declines, but near 100% for 50% declines given status‐quo conditions. As survival conditions worsen, the risk of substantive depletions rose rapidly. Given expectations of further environmental and ecosystem changes in the northern Antarctic Peninsula region, continued declines in Adélie penguin population size at the northern extent of their range should be expected.",2017,https://doi.org/10.1002/ecs2.1666,article,https://esajournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecs2.1666,,,,https://esajournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecs2.1666,,18
"Update of the population size and breeding performance of gentoo penguins (Pygoscelis papua) at Stranger Point/Cabo Funes, South Shetland Islands",NA,2019,https://doi.org/10.1007/s00300-019-02614-0,article,http://sedici.unlp.edu.ar/bitstream/handle/10915/145052/Documento_completo.pdf?sequence=1,,,,NA,,5
Radiocarbon dates from abandoned penguin colonies in the Antarctic Peninsula region,"Sixty-three radiocarbon dates on organic remains from 21 abandoned colonies of chinstrap ( Pygoscelis antarctica ) and Adélie ( P. adeliae ) penguins on 12 islands in the Antarctic Peninsula region are evaluated for determining the occupation history of penguins in this region. This record also provides a means for assessing sea-level change, glacial advances and retreats, and population responses by penguins to these events. All conventional dates were corrected for the marine-carbon reservoir effect by applying a ΔR = 700±50 BP and marine calibration curves. The 63 calibrated dates give 2σ ranges (95% confidence intervals) from modern to 5990 yr BP. These dates indicate progressively older occupations from north to south along the Antarctic Peninsula. No sites older than approximately 540 BP occur in the northern peninsula, either because they have not yet been found or older sites have been destroyed by solifluction and glacial scouring. Three dates from one locality near Rothera Point, Adelaide Island, also were calibrated with a ΔR = 750 ± 50 and 800 ± 50 BP. No difference was found between calibrated dates using these two other ΔR values, indicating that local corrections for variation in upwelling intensity may not be necessary.",2001,https://doi.org/10.1017/s0954102001000414,article,NA,,,,NA,,66
"A new Holocene relative sea level curve for the South Shetland Islands, Antarctica",NA,2011,https://doi.org/10.1016/j.quascirev.2011.07.021,article,NA,,,,NA,,110
"Penguins, fur seals, and fishing: prey requirements and potential competition in the South Shetland Islands, Antarctica",NA,1998,https://doi.org/10.1007/s003000050261,article,NA,,,,NA,,85
"Soil characteristics on varying lithological substrates in the South Shetland Islands, maritime Antarctica",NA,2007,https://doi.org/10.1016/j.geoderma.2007.10.011,article,https://digital.csic.es/bitstream/10261/5507/1/NavasA_Geoderma_2008.pdf,,,,NA,,112
