title,abstract,publication_year,doi,type,oa_url,concepts,topics,keywords,pdf_url,authorships,cited_by_count
Genetic differentiation in the ice‐dependent fish <i>Pleuragramma antarctica</i> along the Antarctic Peninsula,"Abstract Aim Pleuragramma antarctica is an Antarctic notothenioid fish with a pelagic life‐cycle. It plays a major trophic role in coastal Antarctic waters as a predator of krill and as prey for penguins and seals. A previous study, using mt DNA to investigate Pleuragramma population structure at multiple Antarctic sites was unable to discriminate between hypotheses of panmixia, with occasional fluctuations of allelic frequencies, and population structure. The aim of the present study was to investigate the population structure of P. antarctica along the Antarctic Peninsula ( AP ) shelf by microsatellite genotyping. Location Four areas along the AP shelf: Charcot Island, Marguerite Bay, Joinville Island and the Larsen Ice Shelf. Methods A total of 562 individuals from nine population samples were genotyped at 16 expressed sequence tag (EST)‐linked microsatellites. Genetic variability, Hardy–Weinberg probabilities and F ‐statistics were calculated, and a hierarchical analysis of molecular variance was carried out. A Bayesian method was applied to estimate the migration rates between geographical localities. Results We found one genetically homogeneous population with no interannual variability in the south‐western AP and one off the northern tip of the AP . Significant differences were recorded between the two geographical regions, which also differed from the eastern AP . The extent of differentiation changed between years and significant genetic differentiation was found between clusters of individuals of different length modes collected at Joinville Island in 2010. Bayesian analysis suggested weak gene flow along the western AP , with a prevailing direction from north to south, following the anticlockwise‐flowing Coastal Current. Main conclusions Population genetic structure can be detected in AP shelf samples of P. antarctica . Thus, even in this area characterized by strong oceanographic currents, genetic mixing is not complete. Temporal fluctuations of allelic frequencies and genetic differentiation between individuals of different length collected at the same location suggest the importance of genetic drift in this highly abundant species.",2015,https://doi.org/10.1111/jbi.12497,article,NA,,,,NA,,18
"Evaluation of the MODIS (C6) Daily Albedo Products for Livingston Island, Antarctic","Although extensive research of Moderate Resolution Imaging Spectroradiometer (MODIS) albedo data is available on the Greenland Ice Sheet, there is a lack of studies evaluating MODIS albedo products over Antarctica. In this paper, MOD10A1, MYD10A1, and MCD43 (C6) daily albedo products were compared with the in situ albedo data on Livingston Island, South Shetland Islands (SSI), Antarctica, from 2006 to 2015, for both all-sky and clear-sky conditions, and for the entire study period and only the southern summer months. This is the first evaluation in which MYD10A1 and MCD43 are also included, which can be used to improve the accuracy of the snow BRDF/albedo modeling. The best correlation was obtained with MOD10A1 in clear-sky conditions (r = 0.7 and RMSE = 0.042). With MCD43, only data from the backup algorithm could be used, so the correlations obtained were lower (r = 0.6). However, it was found that there was no significant difference between the values obtained for all-sky and for clear-sky data. In addition, the MODIS products were found to describe the in situ data trend, with increasing albedo values in the range between 0.04 decade−1 and 0.16 decade−1. We conclude that MODIS daily albedo products can be applied to study the albedo in the study area.",2021,https://doi.org/10.3390/rs13122357,article,https://www.mdpi.com/2072-4292/13/12/2357/pdf?version=1623896981,,,,https://www.mdpi.com/2072-4292/13/12/2357/pdf?version=1623896981,,13
INTRASEASONAL VARIABILITY OF GUANO STAINS IN A REMOTELY SENSED PENGUIN COLONY USING UAV AND SATELLITE,"Abstract. Remote sensing of penguins gives a unique opportunity to observe ecosystem changes in the Antarctic and the Southern Ocean at a continent-wide scale. The extent of guano is the best proxy to the size of penguin populations but frequent cloud cover limits the number of available images. This study focuses on the correlation between guano coverage visible in aerial and satellite images and breeding pair numbers in the course of the breeding seasons 2016/17 and 2017/18 in a colony of Pygocelid penguins on Ardley Island (South Shetland Islands, Antarctica). Multitemporal UAV (Unmanned Aerial Vehicle) orthomosaics and high-resolution satellite images were collected of Ardley Island as well as data on breeding phenology, weather conditions and snow coverage. “Fresh” guano stains were classified using different methods of Geographical Object-based Image Analysis (GEOBIA) and differentiated from weathered guano stains. Analysis of this data shows that guano stains in an Antarctic Pygoscelid penguin colony undergo significant intraseasonal changes in extent, texture and spectral signature. Hence, the timing of image acquisition and the advance of snow melt during Antarctic spring matter when determining penguin populations and should be considered during the analysis. Our results show changes of up to 25 % of the total guano covered surface due to individual weather events and changes up to 80 % in the time between the peak of egg laying and the occurrence of the first crèche.",2019,https://doi.org/10.5194/isprs-annals-iv-2-w5-111-2019,article,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/IV-2-W5/111/2019/isprs-annals-IV-2-W5-111-2019.pdf,,,,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/IV-2-W5/111/2019/isprs-annals-IV-2-W5-111-2019.pdf,,7
Decades of dietary data demonstrate regional food web structures in the Southern Ocean,"Abstract Understanding regional‐scale food web structure in the Southern Ocean is critical to informing fisheries management and assessments of climate change impacts on Southern Ocean ecosystems and ecosystem services. Historically, a large component of Southern Ocean ecosystem research has focused on Antarctic krill, which provide a short, highly efficient food chain, linking primary producers to higher trophic levels. Over the last 15 years, the presence of alternative energy pathways has been identified and hypotheses on their relative importance in different regions raised. Using the largest circumpolar dietary database ever compiled, we tested these hypotheses using an empirical circumpolar comparison of food webs across the four major regions/sectors of the Southern Ocean (defined as south of 40°S) within the austral summer period. We used network analyses and generalizations of taxonomic food web structure to confirm that while Antarctic krill are dominant as the mid‐trophic level for the Atlantic and East Pacific food webs (including the Scotia Arc and Western Antarctic Peninsula), mesopelagic fish and other krill species are dominant contributors to predator diets in the Indian and West Pacific regions (East Antarctica and the Ross Sea). We also highlight how tracking data and habitat modeling for mobile top predators in the Southern Ocean show that these species integrate food webs over large regional scales. Our study provides a quantitative assessment, based on field observations, of the degree of regional differentiation in Southern Ocean food webs and the relative importance of alternative energy pathways between regions.",2020,https://doi.org/10.1002/ece3.7017,article,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.7017,,,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.7017,,29
Antarctic Snowmelt Detected by Diurnal Variations of AMSR-E Brightness Temperature,"Antarctic surface snowmelt is sensitive to the polar climate. The ascending and descending passes of the Advanced Microwave Scanning Radiometer for Earth Observing System Sensor (AMSR-E) observed the Antarctic ice sheet in the afternoon (the warmest period) and at midnight (a cold period), enabling us to make full use of the diurnal amplitude variations (DAV) in brightness temperature (Tb) to detect snowmelt. The DAV in vertically polarized 36.5 GHz Tb (DAV36V) is extremely sensitive to liquid water and can reduce the effects of the structural changes in snowpacks during melt seasons. A set of controlled experiments based on the microwave emission model of layered snow (MEMLS) were conducted to study the changes of the vertically polarized 36.5 GHz Tb (Δ36V) during the transitions from dry to wet snow regimes. Results of the experiments suggest that 9 K can be used as a DAV36V threshold to recognize snowmelt. The analyses of snowmelt suggest that the Antarctic ice sheet began to melt in November and became almost completely frozen in late March of the following year. The total cumulative melt area from 2002 to 2011 was 2.44 × 106 km2, i.e., 17.58% of the Antarctic ice sheet. The annual cumulative melt area showed considerable fluctuations, with a significant (above 90% confidence level) drop of 5.24 × 104 km2/year in the short term. Persistent snowmelt (i.e., melt that continues for at least three days) detected by AMSR-E and hourly air temperatures (Tair) were very consistent. Though melt seasons became longer in the western Antarctic Peninsula and the Shackleton Ice Shelf, Antarctica was subjected to considerable decreases in duration and melting days in stable melt areas, i.e., −0.64 and −0.81 days/year, respectively. Surface snowmelt in Antarctica decreased temporally and spatially from 2002 to 2011.",2018,https://doi.org/10.3390/rs10091391,article,https://www.mdpi.com/2072-4292/10/9/1391/pdf?version=1535796642,,,,https://www.mdpi.com/2072-4292/10/9/1391/pdf?version=1535796642,,18
Estimating nest‐level phenology and reproductive success of colonial seabirds using time‐lapse cameras,"Abstract Collecting spatially extensive data on phenology and reproductive success is important for seabird conservation and management, but can be logistically challenging in remote regions. Autonomous time‐lapse camera systems offer an opportunity to provide such coverage. We describe a method to estimate nest‐level breeding phenology and reproductive success of colonial pygoscelid penguins using photographs from time‐lapse cameras. The method derives from stereotypical patterns of nest attendance, where predominantly two adults are present before and during laying, but switch to one adult during incubation. The switch approximates the date of clutch completion and is estimated by fitting a smoothing spline to daily nest attendance data, identifying candidate dates that switch from two adults to one and selecting the date when the first derivative of the spline is minimized. Clutch initiation and hatch dates are then estimated from the mean, species‐specific interval between laying (pygoscelid penguins typically lay two eggs) and the duration of the incubation period. We estimated these intervals for each species from historical field data. The phenology is adjusted when photographs indicate egg or chick presence prior to their estimated lay or hatch dates. The number of chicks alive in each study nest on its crèche date determines reproductive success estimates. The method was validated with concurrent direct observations for each species and then applied to a camera network in the Antarctic Peninsula region to demonstrate its utility. Mean egg laying and incubation intervals from direct observations were similar within species across sites. In the validation study, the mean clutch initiation, hatch and crèche dates were generally equivalent between photographs and direct observations. Estimates of reproductive success were identical. Applying the method to a time‐lapse network suggested relatively high reproductive success for all species across the region and corroborated general understanding of latitudinal trends and species‐level plasticity in phenology. The method accurately estimated phenology and reproductive success relative to direct observations and appears well‐suited to operationalize regional time‐lapse camera networks. The estimation method should be applicable for other seabirds with stereotypical nest attendance patterns from which breeding phenology could be estimated.",2018,https://doi.org/10.1111/2041-210x.13015,article,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/2041-210X.13015,,,,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/2041-210X.13015,,32
Chapter 7.1 Deception Island,"Abstract Deception Island (South Shetland Islands) is one of the most active volcanoes in Antarctica, with more than 15 explosive eruptive events registered over the past two centuries. Recent eruptions (1967, 1969 and 1970) and volcanic unrest episodes in 1992, 1999 and 2014–15 demonstrate that the occurrence of future volcanic activity is a valid and pressing concern for scientists, logistic personnel and tourists that are visiting or are working on or near the island. Over the last few decades, intense research activity has been carried out on Deception Island to decipher the origin and evolution of this very complex volcano. To that end, a solid integration of related scientific disciplines, such as tectonics, petrology, geochemistry, geophysics, geomorphology, remote sensing, glaciology, is required. A proper understanding of the island's evolution in the past, and its present state, is essential for improving the efficiency in interpreting monitoring data recorded during volcanic unrest periods and, hence, for future eruption forecasting. In this chapter, we briefly present Deception Island's most relevant tectonic, geomorphological, volcanological and magmatic features, as well as the results obtained from decades of monitoring the island's seismic activity and ground deformation.",2021,https://doi.org/10.1144/m55-2018-56,article,NA,,,,NA,,14
Environmental drivers of the physiological condition of mature female Antarctic krill during the spawning season: implications for krill recruitment,"Southern Ocean pelagic productivity relies on the abundance of Antarctic krill Euphausia superba , which fluctuates on a 5-7 yr cycle and is driven by interannual variability in recruitment. The western Antarctic Peninsula (wAP) is home to a significant proportion of the circum-Antarctic krill biomass and is the focus of the krill fishery. The wAP is warming at a rate quicker than most other places on Earth, with notable regional changes in the pelagic ecosystem. There is a major gap in our understanding of how environmental variability affects the reproductive success of krill. We used historical krill population data collected at the wAP (January 1993-2008, Palmer Antarctica Long Term Ecological Research) to assess the effects of environmental variability on the condition of mature female krill during the spawning season and its relationship with krill recruitment. Mature female krill condition during the spawning season was positively correlated with recruitment the subsequent year. Results of generalized additive models indicated that the predominant drivers of krill condition during the spawning season were climatological (Southern Annular Mode and Multivariate El Niño Southern Oscillation Index), though the timing of sea ice advance and retreat, and diatom concentrations were also important. Gaining a better understanding of the oceanographic and climatological factors that affect the physiological condition of mature female krill is critical for predicting future demographic patterns and responses to change. Results from our study emphasize the importance of including the effects of climate change in the management models for the Antarctic krill fishery.",2021,https://doi.org/10.3354/meps13720,article,https://www.int-res.com/articles/meps_oa/m669p065.pdf,,,,https://www.int-res.com/articles/meps_oa/m669p065.pdf,,12
Monitoring of small ice caps as indicators of the Antarctic Peninsula region climate change,"The continuous geomorphology survey of the ice caps of the small islands in the Antarctic Peninsula region is concerned. The changes of the size, shape and edge location of ice caps of Argentina Island archipelago permit to use the geodetic survey data of the caps in studying the regional climate variability. The paper is based on historical data of the Galindez Island ice cap observation. The data of fifty years meteorological observations and tide data at Faraday/Vernadsky station, longer-term variability in sea-ice extent/thickness, monitoring of the ozone layer and UV energy flow, hydrology measurements provided at Vernadsky, the upper atmosphere change measurements over Antarctica, are the additional sources for the climate pattern of Antarctic Peninsula. The geodesy survey technology for the small island ice caps investigation in the Vernadsky station region is presented. The expected coordinates accuracy is calculated. It emphasizes the expediency of the reflection of glacier close parts in the vertical section. The Vernadsky station region geodetic survey data obtained during 2002 season are discussed.",2003,https://doi.org/10.33275/1727-7485.1.2003.630,article,http://uaj.uac.gov.ua/index.php/uaj/article/download/630/521,,,,http://uaj.uac.gov.ua/index.php/uaj/article/download/630/521,,5
Viral metagenomics reveals persistent as well as dietary acquired viruses in Antarctic fur seals,"Viruses linked to animals inhabiting Antarctic latitudes remain poorly studied. Remote environments hosting large pinniped populations may be prone to exposure of immunologically naïve animals to new infectious agents due to increasing human presence or introduction of new animal species. Antarctic fur seals (Arctocephalus gazella) inhabiting the Western Antarctic Peninsula and the South Shetland Islands are challenged because of climate change and increased anthropogenic activity. In the present study, the fecal and serum virome of A. gazella was characterized by applying target enrichment next generation sequencing. The resulting viromes were dominated by CRESS-DNA sequences. Viruses known to infect vertebrate and invertebrate hosts were also observed in fecal samples. Fur seal picornavirus was present in all the fecal pools studied suggesting it is a prevalent virus in these species. Six different viruses presenting similarities with previously described A. gazella viruses or other otariids and mammal viruses were identified as potential new A. gazella viruses. Also, diet-derived viruses such as crustacean viruses were present in fecal content. Penguin viruses, but not fish viruses, were also detected. Obtained results contribute to a better understanding of the viral community present in these species, which is relevant for its conservation.",2022,https://doi.org/10.1038/s41598-022-23114-y,article,https://www.nature.com/articles/s41598-022-23114-y.pdf,,,,https://www.nature.com/articles/s41598-022-23114-y.pdf,,6
Testing Antarctic resilience: the effects of elevated seawater temperature and decreased pH on two gastropod species,"Abstract Ocean acidification has been hypothesized to increase stress and decrease shell calcification in gastropods, particularly in cold water habitats like the western Antarctic Peninsula (WAP). There is limited information on how calcified marine benthic invertebrates in this region will respond to these rapidly changing conditions. The present study investigated the effects of elevated seawater temperature and decreased pH on growth (wet mass and shell morphometrics), net calcification, and proximate body composition (protein and lipid) of body tissues in two common benthic gastropods. Individuals of the limpet Nacella concinna and the snail Margarella antarctica collected from the WAP were exposed to seawater in one of four treatment combinations: current ambient conditions (1.5°C, pH 8.0), near-future decreased pH (1.5°C, pH 7.8), near-future elevated temperature (3.5°C, pH 8.0), or combination of decreased pH and elevated temperature (3.5°C, pH 7.8). Following a 6-week exposure, limpets showed no temperature or pH effects on whole body mass or net calcification. Despite no significant differences in whole body mass, the shell length and width of limpets at elevated temperature tended to grow less than those at ambient temperature. There was a significant interaction between the sex of limpets and pH. There were no significant temperature or pH effects on growth, net calcification, shell morphologies, or proximate body composition of snails. Our findings suggest that both gastropod species demonstrate resilience to initial exposure to temperature and pH changes predicted to occur over the next several hundred years globally and perhaps sooner along the WAP. Despite few significant impacts of elevated temperature or decreased pH, any response to either abiotic variable in species with relatively slow growth and long lifespan is of note. In particular, we detected modest impacts of reduced pH on lipid allocation in the reproductive organs of the limpet N. concinna that warrants further study.",2015,https://doi.org/10.1093/icesjms/fsv233,article,https://academic.oup.com/icesjms/article-pdf/73/3/739/31230366/fsv233.pdf,,,,https://academic.oup.com/icesjms/article-pdf/73/3/739/31230366/fsv233.pdf,,29
Magmatic dyke systems of the South Shetland Islands volcanic arc (West Antarctica): reflections of the geodynamic history,"The Antarctic Peninsula forms part of a magmatic arc at least since Jurassic times. Magmatic dykes are essential elements of such arcs and intrude along zones of instability. In contrast to other hypabyssal intrusions and the effusive products of arc activity, dykes do not only reflect the geochemical characteristics of their magma source but also the tectonic parameters at the time of their emplacement.
The South Shetland Islands form an archipelago located at the northern tip of the Antarctic Peninsula and belong to this arc.
Areas of up to 100,000 m2 have been mapped at several locations of these islands, mainly on King George and Livingston Island. A structural analysis of the dykes and
the host rocks was carried out, and about 250 dykes
were sampled for further studies.
As deduced from field relationships, on Livingston Island six different intrusive events could be distinguished, on King George Island up to seven. This subdivision into different intrusive events is also well reflected by the geochemical data.
Analysis of the structural data of the dykes and their host rocks shows, that the tectonic stress field was not only very similar throughout the archipelago, but that moreover only minor changes of this stress field occurred during the time of dyke emplacement. This holds for all investigated areas in the South Shetland Islands.
The geochemical data (ICP-MS) reveal, that most dykes of the South Shetland Islands belong to a calc-alkaline, arc-related suite, ranging from basalts to highly differentiated rhyolites. However, especially during early stages of intrusive activity in the respective areas, also tholeiites occur.
Isotopic data (Sr, Nd, Pb) prove a strong crustal component during initial stages of magmatic activity, especially on Hurd Peninsula (Livingston Island). This crustal component decreased with time, accompanied by an increase of sedimentary input into the subduction zone.
The high amount of crustal contamination during the initial stages was probably due to a still unstretched continental crust.
Besides the continental crust underlying the South Shetland Islands, partial melts from the subducted sediments, fluids derived from the subducting plate and a depleted, heterogeneous mantle wedge contributed to arc magma genesis.
According to Ar-Ar datings on plagioclase separates and K-Ar (WR) age determinations, dyke intrusion was restricted to the Paleocene and Eocene. The dykes started to intrude around the Cretaceous/Paleogene boundary at Livingston Island. Only around the Thanetian/Ypresian boundary, dyke intrusion commenced also further NE at Nelson and King George Island, culminating during the Lutetian at 47-45 Ma in all investigated areas. Dyke intrusion then ceased in the latter areas but still continued at Livingston Island until the Priabonian.
Combining the information given by the tectonic and geochemical datasets, the time interval covered by the dykes obviously marks a period of geodynamic stability. This includes a stable geometry of the subduction zone and the corresponding parameters (subduction direction and velocity) during that time, as well as stable magma sources. The contribution of the respective sources (sediments, slab, mantle, crust) varied, but the sources themselves remained the same.
Very primitive, olivine tholeiitic dykes sampled on Penguin Island as a by-product of this work yielded an unexpectedly high Ar-Ar age (Tortonian), thus questioning the onset of rifting in Bransfield Strait during the Pliocene, as believed so far.",2005,NA,dissertation,NA,,,,NA,,20
"Benthic community response to iceberg scouring at an intensely disturbed shallow water site at Adelaide Island, Antarctica","MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 355:85-94 (2008) - DOI: https://doi.org/10.3354/meps07311 Benthic community response to iceberg scouring at an intensely disturbed shallow water site at Adelaide Island, Antarctica Dan A. Smale*, David K. A. Barnes, Keiron P. P. Fraser, Lloyd S. Peck British Antarctic Survey, Natural Environment Research Council, High Cross, Madingley Road, Cambridge CB3 OET, UK *Email: dasma@bas.ac.uk ABSTRACT: Disturbance is a key structuring force influencing shallow water communities at all latitudes. Polar nearshore communities are intensely disturbed by ice, yet little is known about benthic recovery following iceberg groundings. Understanding patterns of recovery following ice scour may be particularly important in the West Antarctic Peninsula region, one of the most rapidly changing marine systems on Earth. Here we present the first observations from within the Antarctic Circle of community recovery following iceberg scouring. Three grounded icebergs were marked at a highly disturbed site at Adelaide Island (~67°S) and the resultant scours were sampled at <1, 3, 6, 12, 18 and 30 to 32 mo following formation. Each iceberg impact was catastrophic in that it resulted in a 92 to 96% decrease in abundance compared with reference zones, but all post-scoured communities increased in similarity towards 'undisturbed' assemblages over time. Taxa recovered at differing rates, probably due to varying mechanisms of return to scoured areas. By the end of the study, we found no differences in abundance between scoured and reference samples for 6 out of 9 major taxonomic groups. Five pioneer species had consistently elevated abundances in scours compared with reference zones. Variability between the reference zones was high and scour assemblages became comparable to those at reference zones after just 12 mo of recovery. The study site is intensely disturbed by icebergs and the relatively simple infaunal community is well adapted to recover rapidly from disturbance events. Water movements induced by wave action and iceberg groundings at the site are likely to advect small fauna into newly formed scours and promote recovery. KEY WORDS: Ice scour · Disturbance · Antarctica · Benthos Full text in pdf format PreviousNextCite this article as: Smale DA, Barnes DKA, Fraser KPP, Peck LS (2008) Benthic community response to iceberg scouring at an intensely disturbed shallow water site at Adelaide Island, Antarctica. Mar Ecol Prog Ser 355:85-94. https://doi.org/10.3354/meps07311 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 355. Online publication date: February 26, 2008 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2008 Inter-Research.",2007,https://doi.org/10.3354/meps07311,article,https://www.int-res.com/articles/meps2008/355/m355p085.pdf,,,,https://www.int-res.com/articles/meps2008/355/m355p085.pdf,,40
"Gut contents and stable isotope analyses of the Antarctic fish, <i>Notothenia coriiceps</i> (Richardson), from two macroalgal communities","Abstract Gut contents studies have shown that Notothenia coriiceps , a prevalent shallow water fish species along the western Antarctic Peninsula, has a highly variable diet. This variability, coupled with small home ranges, suggest that microhabitat may play a role in determining the chief prey items of N. coriiceps . We trapped fish from three sites comprised of two different algal microhabitats around Palmer Station, Antarctica and investigated their diets via gut contents and stable isotope analyses. Gut contents analysis revealed that amphipods were the primary prey item at all three sites, but the distribution of amphipod species eaten varied between sites. Other important prey classes were snails, limpets, algae and fish. Overall, the gut content data suggested that algal microhabitat was less important than geographic location in determining diet. On the other hand, stable isotope analysis indicated that fish from the Palmaria decipiens site were more enriched in both carbon and nitrogen than fish from Desmarestia menziesii sites. Hence, it would appear that in the longer term, algal microhabitat may influence fish diets and trophic relationships.",2010,https://doi.org/10.1017/s095410201000091x,article,https://doi.org/10.1017/s095410201000091x,,,,NA,,18
"Are Antarctic Specially Protected Areas safe from plastic pollution? a survey of plastic litter at Byers Peninsula, Livingston Island, Antarctica","A number of studies have reported in the last decades the presence of plastics in the Southern Ocean, which are liable to reach the coast and accumulate on the Antarctic Continent. Despite this, there are few data on the amount of plastic pollution on Antarctic beaches below 60°S. Here we provide valuable information about the presence of plastic debris in Byers Peninsula, Livingston Island, South Shetland Islands, an Antarctic Specially Protected Area (ASPA) and a hotspot for biodiversity. A total of 129 locations with between 1 and 5 items were recorded among the 3 survey sites on Byers Peninsula. Most of the observed items are likely to derive from fishing and local sources such as tourism and research activities. We discuss the potential impacts of their presence on local fauna and some of the consequences on the Antarctic ecosystem. From this survey of plastic accumulation in an ASPA, we propose the implementation of mitigation strategies, such as systematic monitoring of the abundance and distribution of plastic waste, in order to identify trends in marine debris and control the levels of plastic pollution in the Maritime Antarctic region. Citation: Almela P, Gonzalez S. Are Antarctic Specially Protected Areas safe from plastic pollution? a survey of plastic litter at Byers Peninsula, Livingston Island, Antarctica. Adv Polar Sci, 2020, 31(4): 284-290, doi: 10.13679/j.advps.2020.0029",2020,https://doi.org/10.13679/j.advps.2020.0029,article,NA,,,,NA,,8
International Response under the Antarctic Treaty System to the Establishment of A Non-native Fly in Antarctica,"Antarctica currently has few non-native species, compared to other regions of the planet, due to the continent's isolation, extreme climatic conditions and the lack of habitat. However, human activity, particularly the activities of national government operators and tourism, increasingly contributes to the risk of non-native species transfer and establishment. Trichocera (Saltitrichocera) maculipennis Meigen, 1888 (Diptera, Trichoceridae) is a non-native fly originating from the Northern Hemisphere that was unintentionally introduced to King George Island in the maritime Antarctic South Shetland Islands around 15 years ago, since when it has been reported within or in the vicinity of several research stations. It is not explicitly confirmed that T. maculipennis has established in the natural environment, but life-history characteristics make this likely, thereby making potential eradication or control a challenge. Antarctic Treaty Parties active in the region are developing a coordinated and expanding international response to monitor and control T. maculipennis within and around stations in the affected area. However, there remains no overarching non-native invasive species management plan for the island or the wider maritime Antarctic region (which shares similar environmental conditions and habitats to those of King George Island). Here we present some options towards the development of such a plan. We recommend the development of (1) clear mechanisms for the timely coordination of response activities by multiple Parties operating in the vicinity of the introduction location and (2) policy guidance on acceptable levels of environmental impacts resulting from eradication attempts in the natural environment, including the use of pesticides.",2021,https://doi.org/10.1007/s00267-021-01464-z,article,https://link.springer.com/content/pdf/10.1007/s00267-021-01464-z.pdf,,,,https://link.springer.com/content/pdf/10.1007/s00267-021-01464-z.pdf,,20
"Lichen-Moss associations in plant communities of the Southwest Admiralty Bay, King George Island, Antarctica","The phytosociology of plant communities in the Admiralty Bay ice-free areas (King George Island, South Shetland Islands, Antarctica) was investigated during the 2003/04 summer seasons. In this study associations among lichens and mosses were found, where the lichen species are dominant in the samples. A total of 10 associations are identified. For each association found in this work, descriptions are given and comments about their ecology and distribution in the study area are made. Key words: Antartic plants, phytosociology, ecology.",2006,https://doi.org/10.4013/6203,article,NA,,,,NA,,8
"Comparative analysis of the diet of Arctocephalus gazella (Pinnipedia), at two localities of the South Shetland Islands, with emphasis on the fish component","ABSTRACT We studied the diet of non-breeding male Antarctic fur Seals Arctocephalus gazella (Peters, 1875) at two different localities of the South Shetland Islands: Stranger Point, King George Island/Isla 25 de Mayo and Duthoit Point, Nelson Island, by the analysis of 65 faecal samples collected in February 2012. Overall, Antarctic krill Euphausia superba (Dana, 1850) and fish were the main prey taxa followed by penguins and cephalopods. Myctophids were dominant among fish; Gymnoscopelus nicholsi (Gilbert, 1911) was the most important prey species at both sampling sites, followed by Electrona antarctica (Gunther, 1878) at Stranger Point and by the nototheniid Pleuragramma antarctica (Boulenger, 1902) at Duthoit Point. The relative similarity found in the dietary composition of fur seals from both locations suggest they might have been sharing common feeding areas. Our results were compared with those reported in the literature for different localities of the South Shetland Islands and the Scotia Sea region. The absence of formerly harvested demersal notothenioid species in the diet of fur seals may reflect the negative impact that commercial fisheries had on some fish populations and supports the importance of implementing long-term monitoring studies on the feeding habits of A. gazella in the area.",2021,https://doi.org/10.1590/1678-4766e2021024,article,http://www.seals.scar.org/pdf/statusofstocs.pdf,,,,http://www.seals.scar.org/pdf/statusofstocs.pdf,,4
Control of phytoplankton biomass by dilution and mixed layer depth in the western Weddell-Scotia Confluence,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 366:15-29 (2008) - DOI: https://doi.org/10.3354/meps07515 Control of phytoplankton biomass by dilution and mixed layer depth in the western Weddell-Scotia Confluence C. D. Hewes1,*, C. S. Reiss2, M. Kahru3, B. G. Mitchell3, O. Holm-Hansen1 1Marine Biology Research Division, Scripps Institution of Oceanography, University of California, San Diego, 9500 Gilman Drive, La Jolla, California 92093-0202, USA 2Antarctic Ecosystem Research Division, Southwest Fisheries Science Center, 8604 La Jolla Shores Drive, La Jolla, California 92037-1508, USA 3Integrative Oceanography Division, Scripps Institution of Oceanography, University of California, San Diego, 9500 Gilman Drive, La Jolla, California 92093-0218, USA *Email: chewes@ucsd.edu ABSTRACT: Hydrographic, nutrient and trace metal (iron, manganese, and aluminum) concentration data, collected as part of a 2-ship survey during austral summer 2004, were used to examine the influence of upwelling and horizontal mixing on phytoplankton biomass in the region of Elephant Island and South Shetland Islands, Antarctica. Temperature/salinity property analysis and changes in trace metal and nutrient concentrations show that horizontal mixing of shelf waters, not upwelling from depth, is correlated with phytoplankton biomass in the upper mixed layer (UML). The interaction between changing UML depth and nutrient and trace metal concentrations in the UML results in a unimodal distribution of phytoplankton biomass centered at intermediate surface salinities of ~34. Principal component (PC) analysis of hydrographic and chemical observations resolved 3 components that accounted for 99% of the variability in nutrient and trace metal concentrations. The first PC accounted for a conservative loss of nutrients through dilution across a latitudinal salinity gradient. The second and third PCs separated mixed layer depth and nutrient consumption. Although these 2 PCs accounted for just 20% of the variability in the data matrix, they accounted for 65% of the variability in mean phytoplankton biomass, and recreated the unimodal distribution of chlorophyll concentration when modeled across a salinity gradient. We propose that the distribution of phytoplankton biomass is structured by the horizontal mixing of nutrient rich waters, derived from Weddell Sea Shelf Waters, with Antarctic Surface Water that enhances stratification and shoaling of the UML. KEY WORDS: Phytoplankton · Nutrients · Iron · Mixing depth · Salinity · Drake Passage · Weddell Sea Full text in pdf format PreviousNextCite this article as: Hewes CD, Reiss CS, Kahru M, Mitchell BG, Holm-Hansen O (2008) Control of phytoplankton biomass by dilution and mixed layer depth in the western Weddell-Scotia Confluence. Mar Ecol Prog Ser 366:15-29. https://doi.org/10.3354/meps07515 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 366. Online publication date: August 29, 2008 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2008 Inter-Research.",2008,https://doi.org/10.3354/meps07515,article,https://www.int-res.com/articles/meps2008/366/m366p015.pdf,,,,https://www.int-res.com/articles/meps2008/366/m366p015.pdf,,57
